onset	duration	stim_file	trial_type	value
4.006	3.000	train/0514.mp4	train	0
8.005	3.000	train/0040.mp4	train	0
12.004	3.000	n/a	oddball	1
16.004	3.000	train/0086.mp4	train	0
20.005	3.000	train/0346.mp4	train	0
24.012	3.000	train/0920.mp4	train	0
28.012	3.000	n/a	oddball	1
32.012	3.000	train/0626.mp4	train	0
36.012	3.000	train/0226.mp4	train	0
40.012	3.000	train/0312.mp4	train	0
44.012	3.000	n/a	oddball	1
48.012	3.000	train/0066.mp4	train	0
52.012	3.000	train/0820.mp4	train	0
56.011	3.000	n/a	oddball	1
60.011	3.000	train/0178.mp4	train	0
64.011	3.000	train/0694.mp4	train	0
68.011	3.000	train/0404.mp4	train	0
72.011	3.000	n/a	oddball	1
76.011	3.000	train/0136.mp4	train	0
80.011	3.000	train/0362.mp4	train	0
84.011	3.000	n/a	oddball	1
88.011	3.000	train/0363.mp4	train	0
92.011	3.000	train/0633.mp4	train	0
96.011	3.000	train/0200.mp4	train	0
100.011	3.000	train/0599.mp4	train	0
104.011	3.000	n/a	oddball	1
108.010	3.000	train/0096.mp4	train	0
112.011	3.000	train/0445.mp4	train	0
116.010	3.000	n/a	oddball	1
120.010	3.000	train/0936.mp4	train	0
124.010	3.000	train/0148.mp4	train	0
128.010	3.000	train/0750.mp4	train	0
132.010	3.000	train/0883.mp4	train	0
136.010	3.000	n/a	oddball	1
140.010	3.000	train/0856.mp4	train	0
144.010	3.000	train/0711.mp4	train	0
148.010	3.000	train/0689.mp4	train	0
152.010	3.000	train/0278.mp4	train	0
156.010	3.000	n/a	oddball	1
160.009	3.000	train/0546.mp4	train	0
164.009	3.000	train/0211.mp4	train	0
168.009	3.000	train/0501.mp4	train	0
172.009	3.000	n/a	oddball	1
176.009	3.000	train/0605.mp4	train	0
180.009	3.000	train/0240.mp4	train	0
184.009	3.000	train/0491.mp4	train	0
188.009	3.000	n/a	oddball	1
192.008	3.000	train/0349.mp4	train	0
196.009	3.000	train/0314.mp4	train	0
200.009	3.000	train/0941.mp4	train	0
204.009	3.000	train/0796.mp4	train	0
208.008	3.000	n/a	oddball	1
212.008	3.000	train/0104.mp4	train	0
216.008	3.000	train/0005.mp4	train	0
220.007	3.000	n/a	oddball	1
224.017	3.000	train/0985.mp4	train	0
228.007	3.000	train/0752.mp4	train	0
232.007	3.000	train/0647.mp4	train	0
236.006	3.000	train/0484.mp4	train	0
240.005	3.000	n/a	oddball	1
244.005	3.000	train/0928.mp4	train	0
248.005	3.000	train/0776.mp4	train	0
252.017	3.000	n/a	oddball	1
256.004	3.000	train/0229.mp4	train	0
260.004	3.000	train/0561.mp4	train	0
264.004	3.000	train/0882.mp4	train	0
268.007	3.000	n/a	oddball	1
272.007	3.000	train/0628.mp4	train	0
276.007	3.000	train/0456.mp4	train	0
280.029	3.000	train/0322.mp4	train	0
284.007	3.000	n/a	oddball	1
288.007	3.000	train/0898.mp4	train	0
292.006	3.000	train/0225.mp4	train	0
296.007	3.000	train/0016.mp4	train	0
300.007	3.000	train/0891.mp4	train	0
304.007	3.000	n/a	oddball	1
308.029	3.000	train/0497.mp4	train	0
312.007	3.000	train/0764.mp4	train	0
316.006	3.000	n/a	oddball	1
320.007	3.000	train/0209.mp4	train	0
324.006	3.000	train/0058.mp4	train	0
328.005	3.000	n/a	oddball	1
332.005	3.000	train/0712.mp4	train	0
336.018	3.000	train/0140.mp4	train	0
340.005	3.000	train/0027.mp4	train	0
344.005	3.000	n/a	oddball	1
348.006	3.000	train/0896.mp4	train	0
352.005	3.000	train/0422.mp4	train	0
356.006	3.000	train/0743.mp4	train	0
360.005	3.000	train/0439.mp4	train	0
364.018	3.000	n/a	oddball	1
368.006	3.000	train/0777.mp4	train	0
372.005	3.000	train/0899.mp4	train	0
376.005	3.000	train/0068.mp4	train	0
380.006	3.000	train/0495.mp4	train	0
384.006	3.000	n/a	oddball	1
388.004	3.000	train/0403.mp4	train	0
392.018	3.000	train/0492.mp4	train	0
396.004	3.000	train/0523.mp4	train	0
400.005	3.000	n/a	oddball	1
