onset	duration	stim_file	trial_type	value
4.013	3.000	train/0883.mp4	train	0
8.013	3.000	train/0027.mp4	train	0
12.013	3.000	train/0170.mp4	train	0
16.013	3.000	train/0839.mp4	train	0
20.012	3.000	n/a	oddball	1
24.012	3.000	train/0860.mp4	train	0
28.012	3.000	train/0017.mp4	train	0
32.011	3.000	n/a	oddball	1
36.011	3.000	train/0944.mp4	train	0
40.011	3.000	train/0562.mp4	train	0
44.011	3.000	train/0584.mp4	train	0
48.010	3.000	n/a	oddball	1
52.010	3.000	train/0399.mp4	train	0
56.010	3.000	train/0766.mp4	train	0
60.009	3.000	train/0457.mp4	train	0
64.009	3.000	train/0085.mp4	train	0
68.009	3.000	n/a	oddball	1
72.009	3.000	train/0959.mp4	train	0
76.008	3.000	train/0451.mp4	train	0
80.008	3.000	train/0710.mp4	train	0
84.007	3.000	n/a	oddball	1
88.008	3.000	train/0349.mp4	train	0
92.008	3.000	train/0842.mp4	train	0
96.007	3.000	n/a	oddball	1
100.007	3.000	train/0693.mp4	train	0
104.007	3.000	train/0547.mp4	train	0
108.006	3.000	train/0043.mp4	train	0
112.006	3.000	train/0641.mp4	train	0
116.006	3.000	n/a	oddball	1
120.005	3.000	train/0552.mp4	train	0
124.005	3.000	train/0983.mp4	train	0
128.004	3.000	train/0063.mp4	train	0
132.004	3.000	n/a	oddball	1
136.015	3.000	train/0685.mp4	train	0
140.015	3.000	train/0993.mp4	train	0
144.015	3.000	n/a	oddball	1
148.015	3.000	train/0989.mp4	train	0
152.015	3.000	train/0298.mp4	train	0
156.014	3.000	train/0185.mp4	train	0
160.015	3.000	train/0603.mp4	train	0
164.015	3.000	n/a	oddball	1
168.014	3.000	train/0276.mp4	train	0
172.014	3.000	train/0586.mp4	train	0
176.014	3.000	n/a	oddball	1
180.014	3.000	train/0781.mp4	train	0
184.014	3.000	train/0752.mp4	train	0
188.014	3.000	train/0061.mp4	train	0
192.014	3.000	n/a	oddball	1
196.014	3.000	train/0841.mp4	train	0
200.014	3.000	train/0002.mp4	train	0
204.013	3.000	train/0545.mp4	train	0
208.014	3.000	n/a	oddball	1
212.013	3.000	train/0639.mp4	train	0
216.013	3.000	train/0003.mp4	train	0
220.013	3.000	train/0902.mp4	train	0
224.023	3.000	n/a	oddball	1
228.013	3.000	train/0176.mp4	train	0
232.013	3.000	train/0626.mp4	train	0
236.013	3.000	train/0224.mp4	train	0
240.012	3.000	n/a	oddball	1
244.012	3.000	train/0525.mp4	train	0
248.013	3.000	train/0067.mp4	train	0
252.022	3.000	n/a	oddball	1
256.013	3.000	train/0367.mp4	train	0
260.012	3.000	train/0519.mp4	train	0
264.012	3.000	n/a	oddball	1
268.011	3.000	train/0697.mp4	train	0
272.012	3.000	train/0465.mp4	train	0
276.011	3.000	n/a	oddball	1
280.022	3.000	train/0624.mp4	train	0
284.010	3.000	train/0375.mp4	train	0
288.010	3.000	train/0481.mp4	train	0
292.010	3.000	train/0681.mp4	train	0
296.010	3.000	n/a	oddball	1
300.010	3.000	train/0542.mp4	train	0
304.009	3.000	train/0898.mp4	train	0
308.021	3.000	train/0301.mp4	train	0
312.009	3.000	n/a	oddball	1
316.009	3.000	train/0526.mp4	train	0
320.008	3.000	train/0141.mp4	train	0
324.008	3.000	n/a	oddball	1
328.008	3.000	train/0279.mp4	train	0
332.007	3.000	train/0179.mp4	train	0
336.029	3.000	train/0917.mp4	train	0
340.007	3.000	n/a	oddball	1
344.007	3.000	train/0500.mp4	train	0
348.006	3.000	train/0742.mp4	train	0
352.005	3.000	train/0081.mp4	train	0
356.006	3.000	train/0607.mp4	train	0
360.006	3.000	n/a	oddball	1
364.031	3.000	train/0667.mp4	train	0
368.004	3.000	train/0107.mp4	train	0
372.004	3.000	train/0006.mp4	train	0
376.004	3.000	train/0847.mp4	train	0
380.010	3.000	n/a	oddball	1
384.010	3.000	train/0479.mp4	train	0
388.010	3.000	train/0345.mp4	train	0
392.032	3.000	train/0687.mp4	train	0
396.010	3.000	train/0157.mp4	train	0
400.010	3.000	n/a	oddball	1
