onset	duration	stim_file	trial_type	value
4.018	3.000	train/0379.mp4	train	0
8.017	3.000	train/0891.mp4	train	0
12.017	3.000	train/0495.mp4	train	0
16.017	3.000	n/a	oddball	1
20.017	3.000	train/0497.mp4	train	0
24.017	3.000	train/0829.mp4	train	0
28.017	3.000	n/a	oddball	1
32.016	3.000	train/0082.mp4	train	0
36.016	3.000	train/0864.mp4	train	0
40.017	3.000	train/0411.mp4	train	0
44.017	3.000	n/a	oddball	1
48.017	3.000	train/0449.mp4	train	0
52.016	3.000	train/0090.mp4	train	0
56.016	3.000	train/0651.mp4	train	0
60.016	3.000	n/a	oddball	1
64.015	3.000	train/0740.mp4	train	0
68.015	3.000	train/0729.mp4	train	0
72.015	3.000	n/a	oddball	1
76.015	3.000	train/0734.mp4	train	0
80.014	3.000	train/0908.mp4	train	0
84.017	3.000	train/0223.mp4	train	0
88.013	3.000	n/a	oddball	1
92.014	3.000	train/0222.mp4	train	0
96.013	3.000	train/0582.mp4	train	0
100.013	3.000	train/0578.mp4	train	0
104.013	3.000	train/0364.mp4	train	0
108.013	3.000	n/a	oddball	1
112.012	3.000	train/0252.mp4	train	0
116.012	3.000	train/0040.mp4	train	0
120.012	3.000	train/0623.mp4	train	0
124.012	3.000	n/a	oddball	1
128.011	3.000	train/0512.mp4	train	0
132.011	3.000	train/0193.mp4	train	0
136.011	3.000	train/0504.mp4	train	0
140.010	3.000	train/0757.mp4	train	0
144.009	3.000	n/a	oddball	1
148.010	3.000	train/0365.mp4	train	0
152.010	3.000	train/0355.mp4	train	0
156.009	3.000	n/a	oddball	1
160.009	3.000	train/0643.mp4	train	0
164.009	3.000	train/0594.mp4	train	0
168.008	3.000	train/0458.mp4	train	0
172.008	3.000	train/0990.mp4	train	0
176.008	3.000	n/a	oddball	1
180.008	3.000	train/0629.mp4	train	0
184.007	3.000	train/0300.mp4	train	0
188.006	3.000	train/0845.mp4	train	0
192.007	3.000	n/a	oddball	1
196.006	3.000	train/0777.mp4	train	0
200.006	3.000	train/0113.mp4	train	0
204.005	3.000	n/a	oddball	1
208.005	3.000	train/0019.mp4	train	0
212.005	3.000	train/0289.mp4	train	0
216.006	3.000	n/a	oddball	1
220.004	3.000	train/0532.mp4	train	0
224.025	3.000	train/0954.mp4	train	0
228.013	3.000	train/0906.mp4	train	0
232.013	3.000	train/0093.mp4	train	0
236.013	3.000	n/a	oddball	1
240.013	3.000	train/0322.mp4	train	0
244.012	3.000	train/0506.mp4	train	0
248.012	3.000	train/0790.mp4	train	0
252.023	3.000	train/0653.mp4	train	0
256.013	3.000	n/a	oddball	1
260.013	3.000	train/0666.mp4	train	0
264.013	3.000	train/0789.mp4	train	0
268.012	3.000	n/a	oddball	1
272.012	3.000	train/0803.mp4	train	0
276.012	3.000	train/0715.mp4	train	0
280.023	3.000	train/0824.mp4	train	0
284.012	3.000	n/a	oddball	1
288.012	3.000	train/0335.mp4	train	0
292.012	3.000	train/0168.mp4	train	0
296.012	3.000	train/0392.mp4	train	0
300.012	3.000	n/a	oddball	1
304.011	3.000	train/0052.mp4	train	0
308.019	3.000	train/0689.mp4	train	0
312.012	3.000	train/0046.mp4	train	0
316.011	3.000	n/a	oddball	1
320.011	3.000	train/0999.mp4	train	0
324.011	3.000	train/0356.mp4	train	0
328.011	3.000	n/a	oddball	1
332.011	3.000	train/0886.mp4	train	0
336.021	3.000	train/0358.mp4	train	0
340.011	3.000	train/0688.mp4	train	0
344.011	3.000	train/0023.mp4	train	0
348.011	3.000	n/a	oddball	1
352.011	3.000	train/0102.mp4	train	0
356.011	3.000	train/0403.mp4	train	0
360.010	3.000	n/a	oddball	1
364.019	3.000	train/0283.mp4	train	0
368.010	3.000	train/0136.mp4	train	0
372.010	3.000	train/0530.mp4	train	0
376.010	3.000	train/0801.mp4	train	0
380.010	3.000	n/a	oddball	1
384.010	3.000	train/0242.mp4	train	0
388.010	3.000	train/0876.mp4	train	0
392.021	3.000	train/0044.mp4	train	0
396.009	3.000	train/0088.mp4	train	0
400.008	3.000	n/a	oddball	1
