onset	duration	stim_file	trial_type	value
4.016	3.000	train/0855.mp4	train	0
8.016	3.000	train/0983.mp4	train	0
12.016	3.000	train/0433.mp4	train	0
16.016	3.000	n/a	oddball	1
20.016	3.000	train/0966.mp4	train	0
24.016	3.000	train/0009.mp4	train	0
28.016	3.000	train/0097.mp4	train	0
32.016	3.000	train/0823.mp4	train	0
36.016	3.000	n/a	oddball	1
40.016	3.000	train/0014.mp4	train	0
44.015	3.000	train/0165.mp4	train	0
48.015	3.000	n/a	oddball	1
52.015	3.000	train/0301.mp4	train	0
56.015	3.000	train/0514.mp4	train	0
60.015	3.000	train/0870.mp4	train	0
64.015	3.000	n/a	oddball	1
68.015	3.000	train/0659.mp4	train	0
72.015	3.000	train/0972.mp4	train	0
76.014	3.000	n/a	oddball	1
80.014	3.000	train/0411.mp4	train	0
84.015	3.000	train/0933.mp4	train	0
88.015	3.000	train/0997.mp4	train	0
92.015	3.000	n/a	oddball	1
96.014	3.000	train/0874.mp4	train	0
100.014	3.000	train/0299.mp4	train	0
104.014	3.000	train/0204.mp4	train	0
108.013	3.000	train/0137.mp4	train	0
112.013	3.000	n/a	oddball	1
116.013	3.000	train/0567.mp4	train	0
120.013	3.000	train/0785.mp4	train	0
124.012	3.000	train/0988.mp4	train	0
128.012	3.000	train/0565.mp4	train	0
132.012	3.000	n/a	oddball	1
136.011	3.000	train/0426.mp4	train	0
140.011	3.000	train/0670.mp4	train	0
144.011	3.000	n/a	oddball	1
148.011	3.000	train/0859.mp4	train	0
152.010	3.000	train/0281.mp4	train	0
156.010	3.000	n/a	oddball	0
160.010	3.000	train/0700.mp4	train	1
164.010	3.000	train/0903.mp4	train	0
168.009	3.000	train/0550.mp4	train	0
172.009	3.000	train/0083.mp4	train	0
176.009	3.000	n/a	oddball	0
180.009	3.000	train/0158.mp4	train	0
184.008	3.000	train/0851.mp4	train	0
188.008	3.000	train/0280.mp4	train	0
192.007	3.000	n/a	oddball	1
196.008	3.000	train/0419.mp4	train	0
200.007	3.000	train/0599.mp4	train	0
204.006	3.000	train/0653.mp4	train	0
208.006	3.000	n/a	oddball	1
212.006	3.000	train/0932.mp4	train	0
216.006	3.000	train/0174.mp4	train	0
220.005	3.000	n/a	oddball	1
224.012	3.000	train/0946.mp4	train	0
228.005	3.000	train/0845.mp4	train	0
232.005	3.000	n/a	oddball	1
236.004	3.000	train/0492.mp4	train	0
240.004	3.000	train/0608.mp4	train	0
244.004	3.000	train/0861.mp4	train	0
248.012	3.000	train/0895.mp4	train	0
252.029	3.000	n/a	oddball	1
256.012	3.000	train/0716.mp4	train	0
260.012	3.000	train/0822.mp4	train	0
264.011	3.000	train/0540.mp4	train	0
268.011	3.000	n/a	oddball	1
272.011	3.000	train/0841.mp4	train	0
276.011	3.000	train/0504.mp4	train	0
280.011	3.000	train/0176.mp4	train	0
284.011	3.000	train/0526.mp4	train	0
288.011	3.000	n/a	oddball	1
292.011	3.000	train/0920.mp4	train	0
296.011	3.000	train/0931.mp4	train	0
300.010	3.000	train/0739.mp4	train	0
304.010	3.000	n/a	oddball	1
308.010	3.000	train/0837.mp4	train	0
312.010	3.000	train/0989.mp4	train	0
316.010	3.000	train/0880.mp4	train	0
320.010	3.000	train/0199.mp4	train	0
324.010	3.000	n/a	oddball	0
328.010	3.000	train/0486.mp4	train	0
332.009	3.000	train/0505.mp4	train	0
336.009	3.000	train/0085.mp4	train	0
340.010	3.000	train/0865.mp4	train	1
344.010	3.000	n/a	oddball	0
348.009	3.000	train/0820.mp4	train	0
352.010	3.000	train/0724.mp4	train	0
356.010	3.000	train/0750.mp4	train	0
360.009	3.000	n/a	oddball	1
364.009	3.000	train/0037.mp4	train	0
368.009	3.000	train/0219.mp4	train	0
372.009	3.000	train/0022.mp4	train	0
376.009	3.000	n/a	oddball	0
380.009	3.000	train/0681.mp4	train	0
384.009	3.000	train/0693.mp4	train	0
388.009	3.000	n/a	oddball	1
392.009	3.000	train/0666.mp4	train	0
396.008	3.000	train/0722.mp4	train	0
400.008	3.000	n/a	oddball	0
