onset	duration	stim_file	trial_type	value
4.006	3.000	train/0321.mp4	train	0
8.007	3.000	train/0983.mp4	train	0
12.006	3.000	train/0089.mp4	train	0
16.006	3.000	n/a	oddball	1
20.005	3.000	train/0599.mp4	train	0
24.005	3.000	train/0693.mp4	train	0
28.007	3.000	train/0604.mp4	train	0
32.005	3.000	train/0900.mp4	train	0
36.005	3.000	n/a	oddball	1
40.004	3.000	train/0353.mp4	train	0
44.004	3.000	train/0240.mp4	train	0
48.006	3.000	n/a	oddball	1
52.006	3.000	train/0624.mp4	train	0
56.007	3.000	train/0467.mp4	train	0
60.006	3.000	train/0030.mp4	train	0
64.006	3.000	n/a	oddball	1
68.005	3.000	train/0392.mp4	train	0
72.005	3.000	train/0493.mp4	train	0
76.005	3.000	train/0390.mp4	train	0
80.005	3.000	train/0500.mp4	train	0
84.005	3.000	n/a	oddball	1
88.005	3.000	train/0003.mp4	train	0
92.005	3.000	train/0546.mp4	train	0
96.005	3.000	train/0705.mp4	train	0
100.005	3.000	n/a	oddball	1
104.005	3.000	train/0626.mp4	train	0
108.005	3.000	train/0246.mp4	train	0
112.005	3.000	train/0404.mp4	train	0
116.005	3.000	train/0478.mp4	train	0
120.005	3.000	n/a	oddball	1
124.005	3.000	train/0680.mp4	train	0
128.005	3.000	train/0418.mp4	train	0
132.004	3.000	n/a	oddball	1
136.004	3.000	train/0303.mp4	train	0
140.005	3.000	train/0186.mp4	train	0
144.004	3.000	train/0760.mp4	train	0
148.004	3.000	train/0516.mp4	train	0
152.004	3.000	n/a	oddball	1
156.004	3.000	train/0180.mp4	train	0
160.004	3.000	train/0567.mp4	train	0
164.004	3.000	n/a	oddball	1
168.004	3.000	train/0216.mp4	train	0
172.012	3.000	train/0661.mp4	train	0
176.012	3.000	train/0726.mp4	train	0
180.012	3.000	n/a	oddball	1
184.011	3.000	train/0565.mp4	train	0
188.011	3.000	train/0577.mp4	train	0
192.011	3.000	train/0026.mp4	train	0
196.005	3.000	train/0108.mp4	train	0
200.010	3.000	n/a	oddball	1
204.010	3.000	train/0036.mp4	train	0
208.010	3.000	train/0236.mp4	train	0
212.009	3.000	train/0514.mp4	train	0
216.009	3.000	train/0318.mp4	train	0
220.009	3.000	n/a	oddball	1
224.022	3.000	train/0151.mp4	train	0
228.008	3.000	train/0690.mp4	train	0
232.008	3.000	n/a	oddball	0
236.008	3.000	train/0999.mp4	train	0
240.008	3.000	train/0065.mp4	train	0
244.007	3.000	train/0074.mp4	train	0
248.007	3.000	n/a	oddball	1
252.023	3.000	train/0991.mp4	train	0
256.006	3.000	train/0613.mp4	train	0
260.006	3.000	n/a	oddball	1
264.005	3.000	train/0657.mp4	train	0
268.005	3.000	train/0057.mp4	train	0
272.005	3.000	train/0953.mp4	train	0
276.005	3.000	n/a	oddball	1
280.019	3.000	train/0758.mp4	train	0
284.004	3.000	train/0561.mp4	train	0
288.004	3.000	train/0176.mp4	train	0
292.018	3.000	train/0885.mp4	train	0
296.018	3.000	n/a	oddball	1
300.018	3.000	train/0925.mp4	train	0
304.018	3.000	train/0563.mp4	train	0
308.019	3.000	n/a	oddball	1
312.018	3.000	train/0244.mp4	train	0
316.018	3.000	train/0701.mp4	train	0
320.017	3.000	train/0858.mp4	train	0
324.017	3.000	train/0278.mp4	train	0
328.017	3.000	n/a	oddball	1
332.018	3.000	train/0069.mp4	train	0
336.018	3.000	train/0149.mp4	train	0
340.017	3.000	n/a	oddball	1
344.017	3.000	train/0818.mp4	train	0
348.017	3.000	train/0954.mp4	train	0
352.017	3.000	n/a	oddball	1
356.016	3.000	train/0688.mp4	train	0
360.016	3.000	train/0569.mp4	train	0
364.018	3.000	train/0724.mp4	train	0
368.015	3.000	n/a	oddball	1
372.015	3.000	train/0554.mp4	train	0
376.015	3.000	train/0466.mp4	train	0
380.015	3.000	train/0325.mp4	train	0
384.014	3.000	n/a	oddball	1
388.014	3.000	train/0115.mp4	train	0
392.018	3.000	train/0433.mp4	train	0
396.014	3.000	train/0458.mp4	train	0
400.013	3.000	n/a	oddball	1
