onset	duration	stim_file	trial_type	value
4.017	3.000	train/0410.mp4	train	0
8.017	3.000	train/0923.mp4	train	0
12.017	3.000	train/0217.mp4	train	0
16.017	3.000	n/a	oddball	1
20.017	3.000	train/0768.mp4	train	0
24.017	3.000	train/0578.mp4	train	0
28.017	3.000	train/0773.mp4	train	0
32.017	3.000	train/0030.mp4	train	0
36.016	3.000	n/a	oddball	1
40.016	3.000	train/0073.mp4	train	0
44.016	3.000	train/0664.mp4	train	0
48.016	3.000	train/0174.mp4	train	0
52.016	3.000	n/a	oddball	1
56.017	3.000	train/0822.mp4	train	0
60.016	3.000	train/0617.mp4	train	0
64.015	3.000	train/0805.mp4	train	0
68.016	3.000	train/0382.mp4	train	0
72.016	3.000	n/a	oddball	1
76.016	3.000	train/0524.mp4	train	0
80.016	3.000	train/0700.mp4	train	0
84.016	3.000	n/a	oddball	1
88.014	3.000	train/0660.mp4	train	0
92.014	3.000	train/0558.mp4	train	0
96.014	3.000	train/0071.mp4	train	0
100.014	3.000	train/0865.mp4	train	0
104.014	3.000	n/a	oddball	1
108.013	3.000	train/0047.mp4	train	0
112.015	3.000	train/0199.mp4	train	0
116.013	3.000	n/a	oddball	1
120.013	3.000	train/0063.mp4	train	0
124.012	3.000	train/0584.mp4	train	0
128.012	3.000	train/0306.mp4	train	0
132.012	3.000	n/a	oddball	1
136.011	3.000	train/0983.mp4	train	0
140.014	3.000	train/0327.mp4	train	0
144.011	3.000	train/0997.mp4	train	0
148.011	3.000	train/0879.mp4	train	0
152.011	3.000	n/a	oddball	1
156.010	3.000	train/0304.mp4	train	0
160.010	3.000	train/0792.mp4	train	0
164.010	3.000	train/0511.mp4	train	0
168.009	3.000	n/a	oddball	1
172.009	3.000	train/0368.mp4	train	0
176.009	3.000	train/0621.mp4	train	0
180.008	3.000	n/a	oddball	1
184.008	3.000	train/0686.mp4	train	0
188.008	3.000	train/0738.mp4	train	0
192.008	3.000	train/0608.mp4	train	0
196.007	3.000	train/0703.mp4	train	0
200.007	3.000	n/a	oddball	1
204.006	3.000	train/0771.mp4	train	0
208.006	3.000	train/0270.mp4	train	0
212.006	3.000	n/a	oddball	1
216.006	3.000	train/0990.mp4	train	0
220.005	3.000	train/0409.mp4	train	0
224.022	3.000	n/a	oddball	1
228.005	3.000	train/0232.mp4	train	0
232.005	3.000	train/0829.mp4	train	0
236.004	3.000	n/a	oddball	1
240.004	3.000	train/0173.mp4	train	0
244.004	3.000	train/0076.mp4	train	0
248.012	3.000	train/0734.mp4	train	0
252.018	3.000	n/a	oddball	1
256.012	3.000	train/0046.mp4	train	0
260.012	3.000	train/0644.mp4	train	0
264.012	3.000	train/0756.mp4	train	0
268.012	3.000	train/0037.mp4	train	0
272.012	3.000	n/a	oddball	1
276.012	3.000	train/0635.mp4	train	0
280.022	3.000	train/0819.mp4	train	0
284.012	3.000	train/0396.mp4	train	0
288.012	3.000	n/a	oddball	1
292.012	3.000	train/0919.mp4	train	0
296.012	3.000	train/0316.mp4	train	0
300.011	3.000	n/a	oddball	1
304.011	3.000	train/0587.mp4	train	0
308.021	3.000	train/0092.mp4	train	0
312.011	3.000	n/a	oddball	1
316.011	3.000	train/0906.mp4	train	0
320.011	3.000	train/0024.mp4	train	0
324.011	3.000	train/0055.mp4	train	0
328.011	3.000	train/0724.mp4	train	0
332.011	3.000	n/a	oddball	1
336.018	3.000	train/0342.mp4	train	0
340.011	3.000	train/0807.mp4	train	0
344.011	3.000	train/0501.mp4	train	0
348.011	3.000	n/a	oddball	1
352.010	3.000	train/0972.mp4	train	0
356.010	3.000	train/0836.mp4	train	0
360.010	3.000	train/0515.mp4	train	0
364.021	3.000	n/a	oddball	1
368.010	3.000	train/0930.mp4	train	0
372.010	3.000	train/0815.mp4	train	0
376.010	3.000	train/0431.mp4	train	0
380.010	3.000	n/a	oddball	1
384.010	3.000	train/0078.mp4	train	0
388.010	3.000	train/0075.mp4	train	0
392.017	3.000	train/0740.mp4	train	0
396.010	3.000	train/0824.mp4	train	0
400.009	3.000	n/a	oddball	1
